id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Arrondissement,dist_metro
2019-129672,2019-02-20,1.0,13215,0.0,73.0,4.0,0,199000.0,43.359275,5.358581,1,1,13,1,1,2019,1,2019_Q1,POINT (5.358581 43.359275),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2726.027397260274,2,2571.057542315975,684.5638543168523,128,8,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.032529747109863616
2019-131149,2019-05-07,1.0,13215,18.0,24.0,2.0,sols,65000.0,43.356243,5.358633,0,1,13,1,0,2019,2,2019_Q2,POINT (5.358633 43.356243),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2708.3333333333335,5,2636.8375136058753,1137.0016198755332,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.02960603490399623
2019-131776,2019-05-09,1.0,13215,0.0,130.0,6.0,0,210000.0,43.353961,5.357361,8,1,13,1,0,2019,2,2019_Q2,POINT (5.357361 43.353961),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,1615.3846153846155,5,2636.8375136058753,1137.0016198755332,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.027864032281143345
2019-132861,2019-08-30,1.0,13215,39.0,25.0,2.0,sols,63000.0,43.354671,5.357618,0,1,13,1,0,2019,3,2019_Q3,POINT (5.357618 43.354671),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2520.0,8,2455.1547516745227,865.6840176605104,128,6,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.028438923881368296
2019-133618,2019-10-08,1.0,13215,730.0,80.0,3.0,sols,214000.0,43.362722,5.356779,0,1,13,1,0,2019,4,2019_Q4,POINT (5.356779 43.362722),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2675.0,10,2448.15912464491,1276.865093086873,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03634394952917109
2019-133752,2019-10-02,1.0,13215,0.0,68.0,3.0,0,225000.0,43.366188,5.351785,1,1,13,1,1,2019,4,2019_Q4,POINT (5.351785 43.366188),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3308.823529411765,10,2448.15912464491,1276.865093086873,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.041285569772127044
2019-133767,2019-10-03,1.0,13215,36.0,48.0,3.0,sols,75000.0,43.35635,5.35855,0,1,13,1,0,2019,4,2019_Q4,POINT (5.35855 43.35635),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,1562.5,10,2448.15912464491,1276.865093086873,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.029732775759381023
2019-133856,2019-10-17,1.0,13215,417.0,80.0,4.0,sols,150000.0,43.359006,5.360931,0,1,13,1,0,2019,4,2019_Q4,POINT (5.360931 43.359006),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,1875.0,10,2448.15912464491,1276.865093086873,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03171263920717958
2019-134157,2019-11-15,1.0,13215,0.0,60.0,3.0,0,100000.0,43.362717,5.356217,2,1,13,1,0,2019,4,2019_Q4,POINT (5.356217 43.362717),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,1666.6666666666667,11,2448.15912464491,1276.865093086873,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.0365066797191545
2019-135171,2019-12-30,1.0,13215,295.0,118.0,5.0,sols,240000.0,43.363167,5.356029,0,1,13,1,0,2019,4,2019_Q4,POINT (5.356029 43.363167),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2033.8983050847457,12,2448.15912464491,1276.865093086873,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03699260537451873
2020-125926,2020-05-12,1.0,13215,470.0,50.0,2.0,sols,160000.0,43.367488,5.360368,0,1,13,1,0,2020,2,2020_Q2,POINT (5.360368 43.367488),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3200.0,5,2502.952888941823,1048.514608155475,128,6,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.04014981167726449
2020-127365,2020-07-20,1.0,13215,0.0,81.0,5.0,0,146000.0,43.360097,5.357357,2,1,13,1,0,2020,3,2020_Q3,POINT (5.357357 43.360097),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,1802.469135802469,7,2483.5026074494,1193.7373807283975,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03366501007884724
2020-127916,2020-09-08,1.0,13215,209.0,71.0,3.0,sols,240000.0,43.364025,5.3565,0,1,13,1,0,2020,3,2020_Q3,POINT (5.3565 43.364025),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3380.281690140845,9,2483.5026074494,1193.7373807283975,128,7,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03767191778815554
2020-128551,2020-10-02,1.0,13215,38.0,38.0,3.0,solssols,103000.0,43.356353,5.358504,0,1,13,1,1,2020,4,2020_Q4,POINT (5.358504 43.356353),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2710.5263157894738,10,2725.6043123662803,1222.5646301049796,128,14,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.029749293895432422
2020-128871,2020-10-23,1.0,13215,567.0,85.0,4.0,sols,290000.0,43.359043,5.359016,0,1,13,1,0,2020,4,2020_Q4,POINT (5.359016 43.359043),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3411.764705882353,10,2725.6043123662803,1222.5646301049796,128,14,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.032190994113374054
2020-129457,2020-11-20,1.0,13215,0.0,78.0,4.0,0,214000.0,43.359275,5.358581,1,1,13,1,1,2020,4,2020_Q4,POINT (5.358581 43.359275),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2743.5897435897436,11,2725.6043123662803,1222.5646301049796,128,14,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.032529747109863616
2020-129516,2020-11-30,1.0,13215,582.0,62.0,3.0,sols,200000.0,43.365547,5.355959,0,1,13,1,0,2020,4,2020_Q4,POINT (5.355959 43.365547),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3225.8064516129034,11,2725.6043123662803,1222.5646301049796,128,14,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03928533071853954
2020-130141,2020-12-18,1.0,13215,166.0,68.0,3.0,sols,218000.0,43.361099,5.356462,0,1,13,1,0,2020,4,2020_Q4,POINT (5.356462 43.361099),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3205.8823529411766,12,2725.6043123662803,1222.5646301049796,128,14,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03489204160460504
2021-140562,2021-01-28,1.0,13215,223.0,80.0,4.0,sols,175000.0,43.363768,5.359972,0,1,13,1,0,2021,1,2021_Q1,POINT (5.359972 43.363768),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2187.5,1,2651.570720944646,895.8456200339147,128,9,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03657018632515437
2021-140894,2021-02-22,1.0,13215,176.0,65.0,3.0,sols,215000.0,43.357211,5.35648,0,1,13,1,0,2021,1,2021_Q1,POINT (5.35648 43.357211),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3307.6923076923076,2,2651.570720944646,895.8456200339147,128,9,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03121567371386452
2021-147143,2021-05-21,1.0,13215,0.0,64.0,4.0,0,193000.0,43.359573,5.360377,1,1,13,1,0,2021,2,2021_Q2,POINT (5.360377 43.359573),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3015.625,5,2634.781327090898,679.754066929009,128,6,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.032382924422623326
2021-149790,2021-04-16,1.0,13215,0.0,87.0,4.0,0,222300.0,43.362605,5.358819,1,1,13,1,0,2021,2,2021_Q2,POINT (5.358819 43.362605),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2555.1724137931033,4,2634.781327090898,679.754066929009,128,6,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03568996378434169
2021-152019,2021-07-06,1.0,13215,73.0,58.0,3.0,sols,144000.0,43.363682,5.356325,0,1,13,1,0,2021,3,2021_Q3,POINT (5.356325 43.363682),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2482.7586206896553,7,2891.9685236782316,891.9777648159492,128,9,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.037394836227533874
2021-152829,2021-07-28,1.0,13215,355.0,75.0,4.0,solssols,210000.0,43.356573,5.356328,0,1,13,1,1,2021,3,2021_Q3,POINT (5.356328 43.356573),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,2800.0,7,2891.9685236782316,891.9777648159492,128,9,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.0306727592350204
2021-154413,2021-08-24,1.0,13215,107.0,50.0,2.0,sols,185000.0,43.358871,5.36091,0,1,13,1,0,2021,3,2021_Q3,POINT (5.36091 43.358871),30449.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132151102,La Viste Villag,la viste village,3700.0,8,2891.9685236782316,891.9777648159492,128,9,1963.0,1803.0,13.0,147.0,740.0,1219.0,847.0,932.0,16710,13215,0.03158472751575567
2019-129882,2019-02-28,1.0,13214,201.0,56.0,4.0,sols,138000.0,43.32371,5.375075,0,1,13,1,0,2019,1,2019_Q1,POINT (5.375075 43.32371),2949.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140303,Ãtats-Uni,Ã©tats-unis,2464.285714285714,2,1813.9190670440669,1142.71956172943,135,5,1254.0,1131.0,33.0,89.0,273.0,977.0,517.0,594.0,14220,13214,0.0044248663430979315
2019-132393,2019-07-12,1.0,13214,0.0,23.0,2.0,0,42000.0,43.325385,5.377207,2,1,13,1,0,2019,3,2019_Q3,POINT (5.377207 43.325385),2949.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140303,Ãtats-Uni,Ã©tats-unis,1826.0869565217392,7,1276.0676493459468,692.831830088009,135,10,1254.0,1131.0,33.0,89.0,273.0,977.0,517.0,594.0,14220,13214,0.007123195046289071
2021-140145,2021-01-11,1.0,13214,0.0,78.0,5.0,0,100000.0,43.32207,5.374925,3,1,13,1,0,2021,1,2021_Q1,POINT (5.374925 43.32207),2949.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140303,Ãtats-Uni,Ã©tats-unis,1282.051282051282,1,1907.969791585338,1743.5150642974208,135,20,1254.0,1131.0,33.0,89.0,273.0,977.0,517.0,594.0,14220,13214,0.0036973268095043524
2021-141361,2021-03-19,1.0,13214,244.0,69.0,3.0,sols,210000.0,43.325409,5.375956,0,1,13,1,0,2021,1,2021_Q1,POINT (5.375956 43.325409),2949.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140303,Ãtats-Uni,Ã©tats-unis,3043.478260869565,3,1907.969791585338,1743.5150642974208,135,20,1254.0,1131.0,33.0,89.0,273.0,977.0,517.0,594.0,14220,13214,0.006138038671245416
2021-141455,2021-03-16,1.0,13214,359.0,130.0,3.0,sols,270000.0,43.323323,5.377639,0,1,13,1,0,2021,1,2021_Q1,POINT (5.377639 43.323323),2949.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140303,Ãtats-Uni,Ã©tats-unis,2076.923076923077,3,1907.969791585338,1743.5150642974208,135,20,1254.0,1131.0,33.0,89.0,273.0,977.0,517.0,594.0,14220,13214,0.006631638882531149
2021-141713,2021-04-21,1.0,13214,263.0,109.0,4.0,solssols,109500.0,43.324321,5.376506,0,1,13,1,1,2021,2,2021_Q2,POINT (5.376506 43.324321),2949.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140303,Ãtats-Uni,Ã©tats-unis,1004.5871559633027,4,1326.1929021171743,702.7586872498449,135,14,1254.0,1131.0,33.0,89.0,273.0,977.0,517.0,594.0,14220,13214,0.005969858755622144
2018-123976,2018-09-20,1.0,13215,0.0,33.0,3.0,0,40500.0,43.349764,5.353077,1,1,13,1,0,2018,3,2018_Q3,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1227.2727272727273,9,1045.037368337569,482.6286405170503,114,3,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2018-125677,2018-12-27,1.0,13215,0.0,43.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2018,4,2018_Q4,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1538.3720930232557,12,1387.9426385374584,848.7399754914946,114,9,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2018-125684,2018-12-27,1.0,13215,0.0,42.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2018,4,2018_Q4,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1575.0,12,1387.9426385374584,848.7399754914946,114,9,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2020-128430,2020-09-28,1.0,13215,0.0,42.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2020,3,2020_Q3,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1575.0,9,1045.3083693267517,571.7595494650791,114,6,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2021-141040,2021-02-23,1.0,13215,0.0,42.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2021,1,2021_Q1,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1575.0,2,1442.7762850222937,1165.5216371786487,114,11,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2021-141326,2021-03-25,1.0,13215,0.0,43.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2021,1,2021_Q1,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1538.3720930232557,3,1442.7762850222937,1165.5216371786487,114,11,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2021-141674,2021-03-31,1.0,13215,0.0,42.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2021,1,2021_Q1,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1575.0,3,1442.7762850222937,1165.5216371786487,114,11,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2021-147391,2021-05-12,1.0,13215,0.0,42.0,3.0,0,69200.0,43.349764,5.353077,1,1,13,1,0,2021,2,2021_Q2,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1647.6190476190477,5,1348.2899541784593,600.3606610164113,114,7,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2021-148949,2021-06-04,1.0,13215,0.0,42.0,3.0,0,67000.0,43.349764,5.353077,1,1,13,1,0,2021,2,2021_Q2,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1595.2380952380952,6,1348.2899541784593,600.3606610164113,114,7,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2021-149283,2021-06-09,1.0,13215,0.0,42.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2021,2,2021_Q2,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1575.0,6,1348.2899541784593,600.3606610164113,114,7,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2021-154174,2021-07-28,1.0,13215,0.0,43.0,3.0,0,66150.0,43.349764,5.353077,1,1,13,1,0,2021,3,2021_Q3,POINT (5.353077 43.349764),39917.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150401,Consola,consolat,1538.3720930232557,7,1348.2165024743683,609.9515909116442,114,6,1591.0,1451.0,3.0,137.0,19.0,1569.0,231.0,1207.0,13020,13215,0.026070397370050104
2019-133730,2019-10-01,1.0,13203,86.0,78.0,4.0,sols,95000.0,43.315244,5.386533,0,2,13,1,0,2019,4,2019_Q4,POINT (5.386533 43.315244),13742.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132030105,Caffo RÃ©volutio,caffo rÃ©volution,1217.948717948718,10,1457.7010220961834,450.35597174509604,152,6,1599.0,1363.0,44.0,192.0,79.0,1504.0,433.0,880.0,12590,13203,0.013452417496905894
2018-121605,2018-04-23,1.0,13202,37.0,55.0,2.0,sols,191450.0,43.29911,5.367244,0,1,13,1,0,2018,2,2018_Q2,POINT (5.367244 43.29911),30435.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132020303,HÃ´tel-Die,hÃ´tel-dieu,3480.909090909091,4,2930.5440015701024,1002.2960759618969,140,9,1660.0,1228.0,160.0,272.0,37.0,1612.0,264.0,949.0,16940,13202,0.00378552927307803
2020-126662,2020-06-17,1.0,13202,55.0,140.0,6.0,sols,400000.0,43.299035,5.36878,0,1,13,1,0,2020,2,2020_Q2,POINT (5.36878 43.299035),30435.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132020303,HÃ´tel-Die,hÃ´tel-dieu,2857.1428571428573,6,3839.338734219335,2373.1902252708896,140,9,1660.0,1228.0,160.0,272.0,37.0,1612.0,264.0,949.0,16940,13202,0.0025727781516364395
2021-141552,2021-04-13,1.0,13202,48.0,100.0,5.0,sols,389700.0,43.298996,5.369143,0,1,13,1,0,2021,2,2021_Q2,POINT (5.369143 43.298996),30435.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132020303,HÃ´tel-Die,hÃ´tel-dieu,3897.0,4,3873.961291076683,1436.9306011949245,140,14,1660.0,1228.0,160.0,272.0,37.0,1612.0,264.0,949.0,16940,13202,0.0022471506891036538
2021-149034,2021-06-09,1.0,13202,150.0,200.0,6.0,sols,805000.0,43.299276,5.367205,0,1,13,1,0,2021,2,2021_Q2,POINT (5.367205 43.299276),30435.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132020303,HÃ´tel-Die,hÃ´tel-dieu,4025.0,6,3873.961291076683,1436.9306011949245,140,14,1660.0,1228.0,160.0,272.0,37.0,1612.0,264.0,949.0,16940,13202,0.0036747342963990392
2017-61951,2017-08-08,1.0,13214,0.0,105.0,5.0,0,213500.0,43.328022,5.396197,1,1,13,1,0,2017,3,2017_Q3,POINT (5.396197 43.328022),9835.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140502,Fontobscur,fontobscure,2033.3333333333333,8,1856.4868164010936,341.6461778364141,190,7,1418.0,1326.0,2.0,90.0,60.0,1349.0,481.0,823.0,17600,13214,0.025771013338901975
2019-134718,2019-12-12,1.0,13214,0.0,105.0,4.0,0,226000.0,43.328022,5.396197,1,1,13,1,0,2019,4,2019_Q4,POINT (5.396197 43.328022),9835.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140502,Fontobscur,fontobscure,2152.3809523809523,12,1772.7746031551594,491.6035369833623,190,12,1418.0,1326.0,2.0,90.0,60.0,1349.0,481.0,823.0,17600,13214,0.025771013338901975
2020-126550,2020-05-29,1.0,13214,662.0,220.0,5.0,sols,498000.0,43.323052,5.396813,0,1,13,1,0,2020,2,2020_Q2,POINT (5.396813 43.323052),9835.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140502,Fontobscur,fontobscure,2263.6363636363635,5,2050.239494479003,713.1251160906238,190,9,1418.0,1326.0,2.0,90.0,60.0,1349.0,481.0,823.0,17600,13214,0.025580798708239514
2021-148142,2021-05-31,1.0,13214,0.0,105.0,5.0,0,255000.0,43.328022,5.396197,1,1,13,1,0,2021,2,2021_Q2,POINT (5.396197 43.328022),9835.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132140502,Fontobscur,fontobscure,2428.5714285714284,5,2100.4141992279747,893.4010755801588,190,16,1418.0,1326.0,2.0,90.0,60.0,1349.0,481.0,823.0,17600,13214,0.025771013338901975
2017-62144,2017-08-17,1.0,13204,144.0,73.0,3.0,sols,270000.0,43.298561,5.399888,0,1,13,1,0,2017,3,2017_Q3,POINT (5.399888 43.298561),37598.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132040402,MarÃ©chal Fayoll,marÃ©chal fayolle,3698.6301369863013,8,2689.59662885527,1045.7400714665441,258,18,1946.0,1726.0,44.0,175.0,31.0,1905.0,877.0,819.0,21250,13204,0.0017283349998769189
2017-62478,2017-08-04,1.0,13215,203.0,80.0,4.0,sols,144000.0,43.3349,5.361709,0,1,13,1,0,2017,3,2017_Q3,POINT (5.361709 43.3349),40673.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150302,Denis Papi,denis papin,1800.0,8,1729.725642157584,601.4226984392619,58,3,1388.0,1250.0,7.0,132.0,305.0,1048.0,245.0,1001.0,12040,13215,0.008953431675702866
2018-121493,2018-04-05,1.0,13215,159.0,62.0,3.0,sols,92000.0,43.331308,5.36007,0,1,13,1,0,2018,2,2018_Q2,POINT (5.36007 43.331308),40673.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150302,Denis Papi,denis papin,1483.8709677419354,4,1766.1621905573518,989.5357669125044,58,4,1388.0,1250.0,7.0,132.0,305.0,1048.0,245.0,1001.0,12040,13215,0.008020909359425147
2018-121699,2018-04-07,1.0,13215,191.0,130.0,4.0,sols,185000.0,43.333576,5.360699,0,1,13,1,0,2018,2,2018_Q2,POINT (5.360699 43.333576),40673.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150302,Denis Papi,denis papin,1423.076923076923,4,1766.1621905573518,989.5357669125044,58,4,1388.0,1250.0,7.0,132.0,305.0,1048.0,245.0,1001.0,12040,13215,0.008714309745374078
2019-130977,2019-05-17,1.0,13215,184.0,100.0,4.0,sols,183600.0,43.331472,5.360132,0,1,13,1,0,2019,2,2019_Q2,POINT (5.360132 43.331472),40673.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150302,Denis Papi,denis papin,1836.0,5,1440.2578943573515,807.5848153014612,58,5,1388.0,1250.0,7.0,132.0,305.0,1048.0,245.0,1001.0,12040,13215,0.008035150214134345
2020-125642,2020-02-28,1.0,13215,0.0,90.0,5.0,0,186500.0,43.331704,5.362138,3,1,13,1,0,2020,1,2020_Q1,POINT (5.362138 43.331704),40673.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150302,Denis Papi,denis papin,2072.222222222222,2,1687.8518770388798,667.6899831276434,58,5,1388.0,1250.0,7.0,132.0,305.0,1048.0,245.0,1001.0,12040,13215,0.006426412625605144
2021-141742,2021-03-29,1.0,13215,0.0,60.0,3.0,0,125000.0,43.333558,5.363205,1,1,13,1,1,2021,1,2021_Q1,POINT (5.363205 43.333558),40673.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132150302,Denis Papi,denis papin,2083.3333333333335,3,1984.7687456299784,1041.5129928471445,58,6,1388.0,1250.0,7.0,132.0,305.0,1048.0,245.0,1001.0,12040,13215,0.0069756558121141475
2017-62852,2017-09-29,1.0,13203,0.0,35.0,2.0,0,65000.0,43.313217,5.389831,3,1,13,1,0,2017,3,2017_Q3,POINT (5.389831 43.313217),21094.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132030101,Ricard-Guigo,ricard-guigou,1857.142857142857,9,2065.0023431167683,1188.2070263996925,133,12,1290.0,1174.0,5.0,110.0,180.0,1110.0,466.0,703.0,15500,13203,0.016858554633077154
2018-121793,2018-05-04,1.0,13203,0.0,30.0,1.0,0,33850.0,43.314212,5.390743,1,1,13,1,0,2018,2,2018_Q2,POINT (5.390743 43.314212),21094.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132030101,Ricard-Guigo,ricard-guigou,1128.3333333333333,5,1641.2035211340929,1111.988752890408,133,10,1290.0,1174.0,5.0,110.0,180.0,1110.0,466.0,703.0,15500,13203,0.017685643076694926
2018-122832,2018-06-29,1.0,13203,0.0,48.0,3.0,0,59000.0,43.313916,5.388377,1,1,13,1,0,2018,2,2018_Q2,POINT (5.388377 43.313916),21094.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132030101,Ricard-Guigo,ricard-guigou,1229.1666666666667,6,1641.2035211340929,1111.988752890408,133,10,1290.0,1174.0,5.0,110.0,180.0,1110.0,466.0,703.0,15500,13203,0.015343842949452494
2018-124586,2018-10-26,1.0,13203,243.0,95.0,4.0,sols,220000.0,43.316051,5.392692,0,1,13,1,0,2018,4,2018_Q4,POINT (5.392692 43.316051),21094.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132030101,Ricard-Guigo,ricard-guigou,2315.7894736842104,10,1834.418968424144,766.3298654282505,133,11,1290.0,1174.0,5.0,110.0,180.0,1110.0,466.0,703.0,15500,13203,0.019632633483755504
2019-129807,2019-02-28,1.0,13203,319.0,92.0,4.0,sols,346930.0,43.31329,5.392747,0,1,13,1,0,2019,1,2019_Q1,POINT (5.392747 43.31329),21094.0,"[""MÃ©tropole d'Aix-Marseille-Provence""]",132030101,Ricard-Guigo,ricard-guigou,3770.978260869565,2,2915.232770217195,1667.5158241197294,133,4,1290.0,1174.0,5.0,110.0,180.0,1110.0,466.0,703.0,15500,13203,0.019751601951918836
